Date,Adj_Close,Open,adx,aroondown,aroonup,aroonosc,bop,cci,cmo,dx,mfi,minus_di,plus_di,ppo,roc,rsi,slowk,slowd,fastk,fastd,trix,ultosc,willr
2009-01-02,18.93000030517578,18.309999465942386,,,,,0.7654336395297043,,,,,,,,,,,,,,,,
2009-01-05,18.84000015258789,18.899999618530273,,,,,-0.11999893188476562,,,,,,,,,,,,,,,,
2009-01-06,19.18000030517578,18.899999618530273,,,,,0.4590170598093904,,,,,,,,,,,,,,,,
2009-01-07,19.21999931335449,18.979999542236328,,,,,0.5217375079299804,,,,,,,,,,,,,,,,
2009-01-08,19.540000915527344,19.190000534057614,,,,,0.5737705430622666,,,,,,,,,,,,,,,,
2009-01-09,19.31999969482422,19.649999618530273,,,,,-0.717392566301229,,,,,,,,,,,,,,,,
2009-01-12,19.3700008392334,19.3799991607666,,,,,-0.0399932861328125,,,,,,,,,,,,,,,,
2009-01-13,19.43000030517578,19.31999969482422,,,,,0.4074089772390116,,,,,,,,,,,,,,,,
2009-01-14,18.709999084472656,19.25,,,,,-0.7105273064480913,,,,,,,,,,,,,,,,
2009-01-15,18.520000457763672,18.68000030517578,,,,,-0.2352937876560952,,,,,,,,,,,,,,,,
2009-01-16,18.88999938964844,18.81999969482422,,,,,0.10447714455708769,,,,,,,,,,,,,,,,
2009-01-20,18.5,18.799999237060547,,,,,-0.6976721491811714,,,,,,,,,,,,,,,,
2009-01-21,18.739999771118164,18.59000015258789,,,,,0.29411676708291523,,,,,,,,-1.0037006391683367,,,,,,,,
2009-01-22,18.440000534057614,18.549999237060547,,,,,-0.1864384314486219,-129.51403994519202,,,,,,,-2.123140208548946,,,,26.62725566476701,29.654981782253284,,,-73.372744335233
2009-01-23,18.690000534057614,18.280000686645508,,92.85714285714286,28.571428571428573,-64.28571428571429,0.5256416526468102,-85.63747016529639,-6.703904364045813,6.875912808320835,54.0441645888294,20.78087309103929,18.106978334022678,,-2.554743291562611,46.648047817977094,,,41.420150398342095,35.66948221087932,,,-58.57984960165791
2009-01-26,18.76000022888184,18.71999931335449,,85.71428571428572,21.42857142857143,-64.28571428571429,0.0645175183582172,-27.122588514620336,-4.503370231622736,3.622200097924562,53.72881372371826,19.055214309113907,20.487531693544252,,-2.393335592645063,47.74831488418863,37.869849643039935,34.39810454539085,45.56214286601071,37.869849643039935,,,-54.4378571339893
2009-01-27,18.920000076293945,18.790000915527344,,78.57142857142857,14.285714285714286,-64.28571428571429,0.37142576879689654,1.2965152426514062,0.545346587398499,3.6222000979245497,53.22686611258768,18.13946513291996,19.50294868302218,,-3.172982651913381,50.27267329369924,47.55697724956914,40.36543636782947,55.6886384843546,47.55697724956914,,,-44.970413533367875
2009-01-28,19.38999938964844,19.11000061035156,,71.42857142857143,7.142857142857143,-64.28571428571429,0.82352545187314,79.19898821199766,13.73010885924357,15.271490795328074,51.68008672649916,16.89065782077483,22.979411838950707,,0.36231726671804854,56.86505442962178,64.25132777534293,49.89271822265067,91.50320197566347,64.25132777534293,,,-17.159812064145374
2009-01-29,18.920000076293945,19.239999771118164,,64.28571428571429,0.0,-64.28571428571429,-0.47058889527789854,27.54514720593336,-0.4784207806922253,0.9978890646048116,45.01825355024323,20.43458654731756,20.846526257746472,,-2.323184013642321,49.76078960965389,69.32538228412524,60.37789576967911,60.78430639235765,69.32538228412524,,,-44.311361515645395
2009-01-30,18.5,19.0,,57.142857142857146,0.0,-57.142857142857146,-0.6666666666666666,-35.70333047274029,-11.159639849534484,8.038195593915802,45.85079577853901,22.09069620347636,18.803537696002802,,-4.786414259232141,44.42018007523276,62.65061747565495,65.40910917837438,35.66434405894373,62.65061747565495,,,-66.66666666666667
2009-02-02,18.700000762939453,18.350000381469727,,50.0,7.142857142857143,-42.85714285714286,0.44871804276858746,-79.20094426908915,-5.36069274309657,19.408372059699072,47.1864226944756,25.104680556353937,16.94376231799104,,-0.05343838600986306,47.31965362845171,48.699686287969165,60.22522868258312,49.650408412606104,48.699686287969165,,,-53.594727243034754
2009-02-03,19.07999992370605,18.86000061035156,,42.85714285714286,0.0,-42.85714285714286,0.2820501534436171,51.433241722771115,4.801084825547693,5.984796634506926,45.38094515576802,22.688087615017196,20.125765570469454,,3.023755140932649,52.40054241277385,53.84617436630682,55.06549270997698,76.2237706273706,53.84617436630682,,,-23.776229372629402
2009-02-04,19.32999992370605,19.07999992370605,,35.714285714285715,100.0,64.28571428571429,0.4385967260510473,154.61888417980563,10.890257768214363,5.198089732166061,54.78241928036011,21.09037923325942,23.403195155009705,,2.3292776510026147,55.445128884107184,70.4081746068811,57.65134508705237,85.3503447806666,70.4081746068811,,,-14.649655219333408
2009-02-05,19.71999931335449,19.13999938964844,,28.571428571428573,100.0,71.42857142857143,0.6516857544533327,168.35375429867156,19.53661563912572,12.522425045561988,65.61965019120191,18.85741599303238,24.256298585484714,,6.594590882997231,59.768307819562864,85.02919496503489,69.76118131274094,93.51346948706747,85.02919496503489,,,-6.486530512932529
2009-02-06,20.100000381469727,19.82999992370605,,21.42857142857143,100.0,78.57142857142857,0.7105255232645713,200.3119277720793,26.97199341414727,18.7961713559379,64.625424114441,17.981999051700242,26.306550766609703,,7.257207187630699,63.48599670707363,92.95460475591136,82.79732477594246,100.0,92.95460475591136,,,-0.0
2009-02-09,19.950000762939453,20.0,,14.285714285714286,92.85714285714286,78.57142857142857,-0.15151287460624802,142.0759791128461,22.17278895779828,18.094603406351883,67.14684011722903,17.332958159496332,24.991379137810714,0.5594895708470077,8.188721177599522,61.08639447889913,95.44548492345602,91.14309488146743,92.82298528330057,95.44548492345602,,,-7.1089846038139735
2009-02-10,19.15999984741211,19.76000022888184,,7.142857142857143,85.71428571428572,78.57142857142857,-0.6818192655400335,54.22851402399498,0.6051072342740276,0.8284820191625072,58.499558785174266,22.718041537947144,22.344704787301644,0.7181936918272321,2.5147100049464743,50.302553617137015,82.61562881964026,90.33857283300256,55.023901175620246,82.61562881964026,,,-44.549775457221166
2009-02-11,19.34000015258789,19.309999465942386,8.57780790932625,0.0,78.57142857142857,78.57142857142857,0.09091119267114393,35.49576550709033,4.731846732838752,0.8284820191625153,62.41000138501484,21.70533761271799,21.34864312378239,0.8698949790225063,3.0916839905636984,52.36592336641937,70.49441393295258,82.85184255868296,63.636355339936955,70.49441393295258,,,-36.36364466006304
2009-02-12,19.559999465942386,19.26000022888184,8.456890926899858,42.85714285714286,71.42857142857143,28.571428571428573,0.47618845783555924,33.7196954909562,9.668309766297352,6.88497015535675,62.112032547131065,22.606513204064118,19.694126766561627,1.0718596705564303,3.3826606081801103,54.83415488314868,64.27429800753575,72.46144692004286,74.16263750705005,64.27429800753575,,61.35617962844104,-25.83736249294994
2009-02-13,19.489999771118164,19.520000457763672,7.894594002435406,35.714285714285715,64.28571428571429,28.571428571428573,-0.057693788995300914,54.8481380339667,7.755087480731396,0.5847339843975452,62.002313900285266,21.149553559333476,20.90365416225605,1.0605479860019278,0.5157317411939033,53.877543740365695,69.5374543012078,68.10205541389871,70.81337005663639,69.5374543012078,,59.73026082749041,-29.186629943363613
2009-02-17,18.540000915527344,19.1200008392334,8.853095900136355,28.571428571428573,57.142857142857146,28.571428571428573,-0.8787854267392228,-103.1761390089036,-14.137593806291163,21.31362057024869,54.26926636807845,28.332774881118635,18.377190163098415,1.09829950579969,-2.008452215825973,42.93120309685442,56.77829674692137,63.530016351888314,25.358882677077684,56.77829674692137,,47.04206482581862,-74.64111732292231
2009-02-18,18.399999618530273,18.729999542236328,10.058861273496756,21.42857142857143,50.0,28.571428571428573,-0.589286140033583,-115.7306113834446,-16.81969607815873,25.733811127181973,46.554640522995925,29.056641170846426,17.162654832923188,1.2423845178571247,-0.5405426025390625,41.590151960920636,38.27750308309042,54.864418043739875,18.660256515557208,38.27750308309042,,41.87747235432903,-81.33974348444278
