Date,Adj_Close,Open,adx,aroondown,aroonup,aroonosc,bop,cci,cmo,dx,mfi,minus_di,plus_di,ppo,roc,rsi,slowk,slowd,fastk,fastd,trix,ultosc,willr
2009-01-02,3.839999914169312,3.630000114440918,,,,,0.5675668361156347,,,,,,,,,,,,,,,,
2009-01-05,3.9800000190734863,3.880000114440918,,,,,0.31249976716930733,,,,,,,,,,,,,,,,
2009-01-06,4.170000076293944,4.0,,,,,0.6538464712673462,,,,,,,,,,,,,,,,
2009-01-07,4.0300002098083505,4.059999942779541,,,,,-0.16666534211773645,,,,,,,,,,,,,,,,
2009-01-08,4.119999885559082,4.0,,,,,0.3999993642175278,,,,,,,,,,,,,,,,
2009-01-09,4.2899999618530265,4.110000133514403,,,,,0.3103445724414397,,,,,,,,,,,,,,,,
2009-01-12,4.119999885559082,4.429999828338623,,,,,-0.7209303872917302,,,,,,,,,,,,,,,,
2009-01-13,4.110000133514403,4.110000133514403,,,,,0.0,,,,,,,,,,,,,,,,
2009-01-14,4.070000171661377,4.050000190734863,,,,,0.0869565217391306,,,,,,,,,,,,,,,,
2009-01-15,3.940000057220459,4.139999866485597,,,,,-0.4545452082451701,,,,,,,,,,,,,,,,
2009-01-16,3.990000009536743,4.0399999618530265,,,,,-0.1351350480574655,,,,,,,,,,,,,,,,
2009-01-20,3.630000114440918,3.880000114440918,,,,,-0.6249998509884236,,,,,,,,,,,,,,,,
2009-01-21,3.7899999618530273,3.6800000667572017,,,,,0.34374974388623947,,,,,,,,-1.3020821206737199,,,,,,,,
2009-01-22,3.5299999713897705,3.6800000667572017,,,,,-0.8333335540911926,-159.26086137490503,,,,,,,-11.306533807215214,,,,3.061221510804984,14.39312803204984,,,-96.93877848919502
2009-01-23,3.859999895095825,3.640000104904175,,100.0,35.714285714285715,-64.28571428571429,0.5499993443490632,-84.01412212285403,0.8928565726594473,24.79913175302749,40.39336795200421,11.342711214786876,18.823725634148094,,-7.434056967059566,50.44642828632973,,,36.73468245808577,23.12924541169941,,,-63.26531754191423
2009-01-26,3.900000095367432,3.9500000476837163,,92.85714285714286,28.571428571428573,-64.28571428571429,-0.15151493258176169,-10.746946150679435,2.7628124388590436,35.702952630328646,37.60218562608325,10.498711183443405,22.158188667903744,,-3.225809123397061,51.38140621942953,26.870746478825282,21.46437330752484,40.81633546758509,26.870746478825282,,,-59.18366453241491
2009-01-27,4.059999942779541,3.900000095367432,,85.71428571428572,21.42857142857143,-64.28571428571429,0.5517236843403353,19.310317662544843,10.071911474659338,35.702952630328646,33.612680577266175,9.808032645114292,20.700468277871167,,-1.4563093312173536,55.035955737329665,44.89795603918305,31.63264930990258,57.142850191878296,44.89795603918305,,,-42.857149808121704
2009-01-28,4.179999828338623,4.119999885559082,,78.57142857142857,14.285714285714286,-64.28571428571429,0.25,69.40859513671705,15.219159793606757,40.469917150647724,40.072880760594856,9.264814496613125,21.861681732390302,,-2.5641056991266176,57.609579896803375,56.51270977647459,42.76047076482764,71.57894366996037,56.51270977647459,,,-30.61226376490177
2009-01-29,4.010000228881837,4.130000114440918,,71.42857142857143,7.142857142857143,-64.28571428571429,-0.4999995032946438,36.74875475842702,5.965843501439583,37.183972804422574,32.811434988295424,9.424812538530093,20.5828557566519,,-2.6698946537062396,52.98292175071979,67.19299642279903,56.20122074615222,72.85719540655842,67.19299642279903,,,-47.959161331037286
2009-01-30,3.7799999713897705,4.0399999618530265,,64.28571428571429,0.0,-64.28571428571429,-0.6190478353003805,-28.32659897799915,-5.134721787836288,14.977419806819636,22.750771186121042,13.763779681755597,18.61298340984389,,-8.029200764099597,47.43263910608186,61.47871529616001,61.72814049847787,40.00000681196126,61.47871529616001,,,-70.52631288354029
2009-02-02,3.640000104904175,3.0999999046325684,,100.0,0.0,-100.0,0.7500002483526766,-164.10041630780256,-11.230471039761607,23.745903255577122,23.706037132329136,25.51024410762979,15.719798158807933,,-10.565111759729383,44.384764480119195,54.99799099708357,61.22323423868087,52.136770772731026,54.99799099708357,,,-47.863229227268974
2009-02-03,3.6800000667572017,3.5299999713897705,,92.85714285714286,71.42857142857143,-21.42857142857143,0.681818526638394,-82.85365855033527,-9.073931546923538,23.745903255577115,28.7807493480043,24.316247836042493,14.984039601871668,,-6.598984433687516,45.463034226538234,49.23078299651275,55.235829763252106,55.55557140484598,49.23078299651275,,,-44.44442859515403
2009-02-04,3.650000095367432,3.660000085830689,,85.71428571428572,64.28571428571429,-21.42857142857143,-0.039999961853027344,-66.47618610356098,-10.47584059283355,20.240994429466504,36.91790547524141,22.998908854956056,15.255779513322935,,-8.521301086632993,44.762079703583225,53.56127103611227,52.596681676569524,52.99147093075981,53.56127103611227,,,-47.00852906924019
2009-02-05,4.199999809265137,3.5799999237060547,,78.57142857142857,100.0,21.42857142857143,0.746987668016844,82.80017984079166,15.305838761211978,11.582687347819027,51.2769494965892,19.266950307832897,24.314899739172898,,15.702470436753924,57.652919380605994,65.50564807814642,56.099234036923804,87.96990189883351,65.50564807814642,,,-12.03009810116649
2009-02-06,4.5,4.130000114440918,,71.42857142857143,100.0,28.571428571428573,0.8604642394563616,178.35295373373287,25.516372778712583,19.016015342677477,61.97385746205066,17.667468939737134,25.96453809102497,,18.73351042990079,62.75818638935628,79.223962357243,66.09696049050056,96.71051424213567,79.223962357243,,,-3.289485757864322
2009-02-09,4.550000190734863,4.349999904632568,,64.28571428571429,100.0,35.714285714285715,0.7142874172771891,164.8630779415717,27.093959745852725,20.900608453742407,69.59004675854,16.69552794183019,25.518521029877988,0.38763420134484167,28.89519058391141,63.54697987292637,93.83190695094474,79.52050579544472,96.81530471186505,93.83190695094474,,,-3.184695288134939
2009-02-10,4.260000228881837,4.489999771118164,,57.142857142857146,100.0,42.85714285714286,-0.5227261643765811,110.0219848452965,12.244564280010069,14.041299913196594,69.6118340311479,17.596393042411286,23.345112644952472,0.8153918007059875,10.362703229453874,56.122282140005034,89.97445181771599,87.67677370863458,76.39753649914726,89.97445181771599,,,-23.60246350085274
2009-02-11,4.300000190734863,4.269999980926514,24.01078990620197,50.0,92.85714285714286,42.85714285714286,0.16666799121559153,81.16505296642245,13.741598026789106,14.041299913196598,70.79765477469854,16.960013693948994,22.50082895914445,1.3367193599288338,10.256412450927034,56.87079901339456,84.03161585078483,89.27932487314852,78.88200634134223,84.03161585078483,,,-21.11799365865777
2009-02-12,4.349999904632568,4.25,22.956375046634946,42.85714285714286,85.71428571428572,42.85714285714286,0.45454545454545453,65.14812083561382,15.67798069754873,9.248981872263638,65.06755560942817,17.84169917611548,21.478408838546002,1.7632807965888553,7.142856303945866,57.83899034877435,79.0890405586557,84.36503607571883,81.98757883547765,79.0890405586557,,65.94538788324587,-18.01242116452235
2009-02-13,4.230000019073486,4.3400001525878915,22.120706898261965,35.714285714285715,78.57142857142857,42.85714285714286,-0.5000010837218476,53.16934465399801,9.334260116627977,11.25702096941321,57.77452810300496,17.009354172749862,21.32461738997466,1.6723961104668714,1.1961768609626056,54.66713005831399,78.46791816190414,80.5295248571149,74.53416930889257,78.46791816190414,,64.6555265303238,-25.465830691107428
2009-02-17,4.010000228881837,4.1599998474121085,20.613928270190367,28.571428571428573,71.42857142857143,42.85714285714286,-0.7894714387176505,-0.386825335703593,-1.3471613341536701,1.0258061052596361,54.1404358354837,19.849012533249542,20.260457930049373,1.7792863766575688,0.0,49.326419332923166,72.46377777373006,76.67357883142996,60.86958517681999,72.46377777373006,,55.603661178924156,-39.13041482318001
2009-02-18,3.859999895095825,4.0,19.821253601072407,21.42857142857143,64.28571428571429,42.85714285714286,-0.6666662882249718,-42.31127636330668,-7.950291244514816,9.516482902538876,46.533818950602885,23.37520644221201,19.312808772838533,2.365643537428077,2.1164001140624666,46.02485437774259,62.31884937902813,71.08351510488744,51.552793651371864,62.31884937902813,,48.17740634416236,-48.447206348628136
2009-02-19,3.940000057220459,3.910000085830689,18.830069953446948,14.285714285714286,57.142857142857146,42.85714285714286,0.14285681847854875,-22.910962840983856,-3.9539321769204965,5.944682534315982,51.920773187893424,22.25423222795274,19.756809186503318,3.1676603322007875,8.241756694240031,48.023033911539756,50.339626531980514,61.70741789491291,38.59650076774972,50.339626531980514,,44.08337494855473,-43.47825185562972
2009-02-20,3.849999904632568,3.849999904632568,18.350639885320255,7.142857142857143,50.0,42.85714285714286,0.0,-39.85307577442282,-8.076831513181416,12.11804899967326,51.055006479067664,23.207755141892402,18.191030065224492,3.7811618060507755,4.619560728029248,45.961584243409284,39.87119211069673,50.8432226739018,29.46428191296863,39.87119211069673,,47.11356126700299,-49.068323809176924
2009-02-23,3.7899999618530273,3.849999904632568,17.905454822059756,0.0,42.85714285714286,42.85714285714286,-0.3157890774207612,-70.03377357411507,-10.825093178322724,12.118048999673272,51.180786398602685,22.180100032014806,17.385518938182297,4.355108955872915,3.835612680210132,44.58745341083864,30.494735819560972,40.23518482074608,23.423424777964602,30.494735819560972,0.20096719675115615,43.763508566944225,-74.56140387568271
2009-02-24,3.9800000190734863,3.849999904632568,17.245871217137825,0.0,35.714285714285715,35.714285714285715,0.5909095342493683,-55.14622309307092,-0.5710817995492602,8.671284353152718,52.35290218971598,21.019480387496248,17.665035973216924,3.854328225222218,-5.238090480536073,49.71445910022537,26.518126218597107,32.29468471628494,26.66667196485813,26.518126218597107,0.13640327454509382,43.7561311333968,-58.92856382593742
2009-02-25,4.110000133514403,3.9300000667572017,16.381608354671695,0.0,28.571428571428573,28.571428571428573,0.473684243548268,-24.976522345348645,5.847820341448266,5.1461911426120315,53.45373158363829,19.155013978419987,21.233483245174725,2.918757957302454,-8.666663699679923,52.92391017072413,30.400409387889237,29.137757142015772,41.11113142084501,30.400409387889237,0.09699800183267104,49.58800846829244,-47.74772820365342
2009-02-26,4.25,4.139999866485597,16.295575603671175,0.0,21.42857142857143,21.42857142857143,0.39285732532020123,40.12944277784498,12.33675980047155,15.177149840664447,51.01378584734566,17.85348319787239,24.242445350473957,1.683292211959989,-6.5934105089874855,56.16837990023578,41.48149266655232,32.80000942434622,56.66667461395384,41.48149266655232,0.08758228872354223,51.2043509966008,-43.333325386046155
2009-02-27,4.199999809265137,4.190000057220459,16.215688049170694,64.28571428571429,14.285714285714286,-50.0,0.05263025806921139,39.245878874581585,9.43586654860586,15.177149840664455,40.642512625349475,17.03671592717782,23.133393648662153,1.1607907796565062,-1.408460478708684,54.71793327430293,55.824912107914685,42.568938054118746,69.69693028894523,55.824912107914685,0.09201871126851557,49.01765310611453,-48.88890301739957
2009-03-02,3.9700000286102295,4.130000114440918,15.077975161549958,57.142857142857146,7.142857142857143,-50.0,-0.5925934756252081,-25.46707753170924,-2.9758068420724997,0.28770762248038695,31.82445738305229,21.495714261257948,21.61976076938975,0.05708239620232543,-7.6744220345775656,48.51209657896374,53.73736270312762,50.347922492531545,34.84848320648383,53.73736270312762,0.08340681003253803,45.5612099597511,-74.44443826322106
2009-03-03,3.829999923706055,4.0,14.502986897642845,50.0,0.0,-50.0,-0.8500001788138876,-82.26498041841779,-9.689975412480589,7.028139466850399,31.20779400831252,23.65379991498223,20.54728595423158,-0.9865505716127457,-11.954022812109377,45.1550122937597,39.39392078459452,49.65206519854561,13.636348858354523,39.39392078459452,0.054525502492497324,45.42442275004605,-86.36365114164548
2009-03-04,3.829999923706055,3.890000104904175,14.163839611916787,42.85714285714286,71.42857142857143,28.571428571428573,-0.23076972453508168,-78.6643873470342,-9.68997541248059,9.75492489747803,30.876067391944712,23.366571127743516,19.212968969560013,-1.7458661464913976,-9.45626698732367,45.155012293759704,20.707060307730956,37.946114598484364,13.636348858354523,20.707060307730956,0.015049752755946777,45.450518172500324,-86.36365114164548
